market_id,signal_type,total_bet_usd,net_pnl_usd,vwap_entry_price,avg_P_model,avg_live_edge,avg_TTR_minutes,distance_to_strike_bps,is_coinflip,target_win
0x4fec19a9d7018aef085e9496e7403acb45d4291af0e70306c3472a8e3ced8592,BUY_NO,83.68,27.300378361081087,0.74,0.0815589288102173,0.1547490216050207,3.173832133333333,-7.729162312975775,False,1
0x56b97553f17a79a3b1c33023df0f022c0eb3c91c4bfc4d9500d77c03d1f9ba95,BUY_NO,362.34,-398.57399999999996,0.69,0.2144393691681413,0.0721975937575729,3.8936261666666665,-4.929219570326929,False,0
0x58ef70ad6684abe7b50040cfd5f420905c10e862ec3194875d73974088b3c8c7,BUY_NO,52.35,-53.17215675,0.59,0.1238567612810322,0.2627568146427772,3.842388933333333,-7.065690602429916,False,0
0x5a1e622b570b2dbde2cdb905e2635f0c90e4ff538d04e5d36560e2c6a67d3061,BUY_NO,150.82,60.93570842492754,0.69,0.1596550147608663,0.1269134118219907,3.7437856166666665,-5.781040147988659,False,1
0x5c42d0ce43b758bc4ae9738a87f41ea5346690b399bf3b1eaa9648ae0fd35c12,BUY_NO,38.29,39.41301991285714,0.49,0.2941381651868585,0.1924954890531416,3.8863265,-3.3692252835926593,False,1
0x5c7ca92fba399cb6a1237cdc0dddf479ad64054eabbe604cda5f6ec68ea7967c,BUY_NO,1.0,-1.0003,0.66,0.2364610796321761,0.0662266331007762,2.3418454333333334,-7.94523735759246,False,0
0x5cf8777dae195b4d21b514011c4b5e1842c68c60ab341448c5bf316b64d97429,BUY_NO,682.12,184.07895890410964,0.73,0.1346744824893179,0.1119484822954439,3.863150916666666,-6.9506003571905675,False,1
0x5d56ef2b62ec62aec0703507e4ff11c7ef3d65e9c55082cae5a8fd34cb65f7cd,BUY_NO,257.09,382.2865477751281,0.39,0.354639081313873,0.2320099620308887,3.9199869333333335,-2.1880273247933704,False,1
0x5eb2505de3cbbc181324249a4f281a7e1d4ac85db6eadc3acac75883628fb5e8,BUY_NO,87.23,113.34774324627907,0.43000000000000005,0.3366951110085349,0.2099382024314651,3.88579215,-2.5963864087086286,False,1
0x5f1d85ca8c800816a37ed9621a271944a98bd337cb465566502925f601f44400,BUY_NO,2.16,4.010028891428573,0.35,0.5460099715442844,0.0806047145204775,3.8448668,0.73860607714532,True,1
0x600d71b572e385712916f762717ea2f0199b2d27c910b3e62edaeb0b7f2ded1c,BUY_NO,1.64,-1.64080688,0.43999999999999995,0.4503618154882068,0.0862718180356026,3.88630035,-1.4077968868470754,True,0
0x605e1a9a549adbdd8da28da10235ea4deaa38fa2be52ed26747ebd4ea718aa2a,BUY_NO,5.26,-5.26830028,0.59,0.2810060242690109,0.105608663228132,3.8448513,-4.270605120140667,False,0
0x60a4ab4802ce13b241d2133c02a48fcd6d9ef5e469cb6ed67a3113d7abb8860f,BUY_NO,1.0,-1.0003,0.5,0.4100846479015446,0.0665545927689315,3.8986637333333336,-2.1698582304900635,True,0
0x616e4586caca53b62df68e32269f3cb24b3ced795c1ffa0135a64f07f4677eb9,BUY_NO,5.83,2.3710709356338038,0.71,0.0498333974403769,0.2164933949481946,3.215066766666667,-12.844438886710947,False,1
